Title,Model,Type,Year,Mileage,Transmission,Location,CC,Variant,Price,Origin
2018 Honda JAZZ 1.5 E (A)TIP TOP CONDITION CAR,JAZZ,4D HATCHBACK,2018,80k - 84k,Auto,Selangor,1.5,E,55800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2018,80k - 84k,Auto,Pahang,1.8,S i-VTEC,76800,MALAYSIA
2016 Honda HR-V 1.8 E (A) DIRECT OWNER ‼️,HR-V,4D WAGON,2016,90k - 94k,Auto,Kuala Lumpur,1.8,E,46800,MALAYSIA
Honda JAZZ HYBRID 1.5L (A) F/SERVICE UDR WARRANTY,JAZZ,4D HATCHBACK,2020,50k - 54k,Auto,Kuala Lumpur,1.5,HYBRID,55800,MALAYSIA
OFFER Honda CR-V 2.4 4WD BlindSpotAss NAVI SideCam,CR-V,4D SUV,2017,65k - 69k,Auto,Kuala Lumpur,2.4,4WD,59900,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) TYPE-R FSR FC,CIVIC,4D SEDAN,2018,95k - 99k,Auto,Selangor,1.8,S i-VTEC,76990,MALAYSIA
2011 Honda CITY 1.5 E (A) SPORT RIM/PADDEL SHIFT,CITY,4D SEDAN,2011,130k - 139k,Auto,Kuala Lumpur,1.5,E,21800,MALAYSIA
2024 Honda CR-V 2.0 e:HEV RS MY23 RS new crv,CR-V,4D SUV,2024,<4k,Auto,Johor,2,e:HEV RS,195000,MALAYSIA
2020 Honda HR-V 1.8 RS✅42k Mileage (A)2021,HR-V,4D WAGON,2020,35k - 39k,Auto,Johor,1.8,RS,86800,MALAYSIA
2018 Honda ACCORD 2.0 (A) VTi-L HIGH LOAN MUKA 300,ACCORD,4D SEDAN,2018,80k - 84k,Auto,Selangor,2,VTi-L,73800,MALAYSIA
2019 Honda CR-V 1.5 TC-P 2WD (A) FULL SPEC,CR-V,4D SUV,2019,50k - 54k,Auto,Johor,1.5,TC-P 2WD,105999,MALAYSIA
2019 Honda CITY 1.5 E FACELIFT (A) PADDLE SHIFT,CITY,4D SEDAN,2019,65k - 69k,Auto,Kuala Lumpur,1.5,E,51800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2018,85k - 89k,Auto,Selangor,1.8,S i-VTEC,70800,MALAYSIA
"2016 Honda HR-V 1.8 V(A)KEYLESS,PROJECTOR HEADLAMP",HR-V,4D WAGON,2016,80k - 84k,Auto,Selangor,1.8,V,53800,MALAYSIA
2022 Honda CITY 1.5 E (A) / U HONDA WRTY /2027YEAR,CITY,4D SEDAN,2022,20k - 24k,Auto,Selangor,1.5,E,70800,MALAYSIA
2009 Honda CIVIC 2.0 TYPE R (M) FD2R SKUNK 2 STAGE,CIVIC,4D SEDAN,2009,65k - 69k,Manual,Selangor,2,TYPE R,115800,JAPAN
2017 Honda HR-V 1.8 (A) 1 Y/WARANTY FULL LOAN 6xx,HR-V,4D WAGON,2017,80k - 84k,Auto,Selangor,1.8,V,45999,MALAYSIA
2020 Honda CR-V 2.0 2WD FaceLift 59KM Full Service,CR-V,4D SUV,2020,55k - 59k,Auto,Kuala Lumpur,2,2WD,89800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2018,110k - 119k,Auto,Johor,1.8,S i-VTEC,82800,MALAYSIA
Honda CIVIC 1.8 A S-L i-VTEC ADJUSTABLE SUSPENSION,CIVIC,4D SEDAN,2012,85k - 89k,Auto,Selangor,1.8,S-L iVTEC,35800,MALAYSIA
2008 Honda CITY 1.5 VTEC (A) SIAP TKR NAMA OTR,CITY,4D SEDAN,2008,140k - 149k,Auto,Kuala Lumpur,1.5,VTEC MODULO,10800,MALAYSIA
Honda CITY 1.5 V(A)F/LON F/S/C ONE/OWNER L/MILLAGE,CITY,4D SEDAN,2019,55k - 59k,Auto,Kuala Lumpur,1.5,V,61999,MALAYSIA
2021 [2021] Honda CIVIC TYPE R 2.0,CIVIC,4D HATCHBACK,2021,15k - 19k,Manual,Selangor,2,TYPE R,263000,UNITED KINGDOM
ON THE ROAD 2014 Honda ACCORD 2.0 VTi (A),ACCORD,4D SEDAN,2014,100k - 109k,Auto,Kuala Lumpur,2,VTi,37800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2018,75k - 79k,Auto,Johor,1.8,S i-VTEC,77800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2018,70k - 74k,Auto,Selangor,1.8,S i-VTEC,79800,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) F*SERVICE RECORD,CIVIC,4D SEDAN,2018,150k - 159k,Auto,Selangor,1.8,S i-VTEC,75800,MALAYSIA
2012 Honda ACCORD 2.4 VTi-L FACELIFT (A) LEATHER,ACCORD,4D SEDAN,2012,95k - 99k,Auto,Selangor,2.4,VTi-L,27800,MALAYSIA
2020 Honda CITY 1.5 S (A) FULL SERVICE,CITY,4D SEDAN,2020,30k - 34k,Auto,Kuala Lumpur,1.5,S,64800,MALAYSIA
2018 Honda CR-V 1.5 TC (A),CR-V,4D SUV,2018,65k - 69k,Auto,Johor,1.5,TC 4WD,96800,MALAYSIA
2018 Honda CR-V 1.5 TC (A),CR-V,4D SUV,2018,40k - 44k,Auto,Pahang,1.5,TC 4WD,92800,MALAYSIA
2014 Honda CR-V 2.4 4WD FACELIFT (A),CR-V,4D SUV,2014,100k - 109k,Auto,Johor,2.4,4WD,41800,MALAYSIA
2018 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2018,95k - 99k,Auto,Selangor,1.5,TC-P 2WD,103800,MALAYSIA
2014 Honda CITY 1.5 V I-VTEC FACELIFT (A) WARRANTY,CITY,4D SEDAN,2014,90k - 94k,Auto,Kuala Lumpur,1.5,V,37800,MALAYSIA
Honda City Hatchback Special offer + High Rebate,CITY,4D HATCHBACK,2024,<4k,Auto,Selangor,1.5,HATCHBACK S,79500,MALAYSIA
2021 Honda CITY RS HYBRID 1.5 (A),CITY,4D SEDAN,2021,45k - 49k,Auto,Selangor,1.5,RS HYBRID,78600,MALAYSIA
2019 Honda N BOX 660 CUSTOM GL TURBO RECON,N BOX,4D MPV,2019,40k - 44k,Auto,Kuala Lumpur,0.7,CUSTOM GL TURBO HONDA SENSING,85500,JAPAN
Ori 2017 Honda BR-V 1.5L V ENHANCED (A) FULL SPEC,BR-V,4D WAGON,2017,120k - 129k,Auto,Selangor,1.5,V,43666,MALAYSIA
Honda CR-V 1.5 TC-P (A) 3 Tahun Warranty,CR-V,4D SUV,2017,130k - 139k,Auto,Penang,1.5,TC-P 2WD,94800,MALAYSIA
Honda ACCORD 2.0 VTi-L FACELIFT F/SERVICE RECORD,ACCORD,4D SEDAN,2016,130k - 139k,Auto,Kuala Lumpur,2,VTi-L,69800,MALAYSIA
2019 Honda CITY 1.5 S (A) WITH BODYKIT,CITY,4D SEDAN,2019,55k - 59k,Auto,Perak,1.5,S,52800,MALAYSIA
{2018} Honda CIVIC 1.5 TC-PREMIUM (A) FULL LOAN,CIVIC,4D SEDAN,2018,75k - 79k,Auto,Johor,1.5,TC-PREMIUM,79999,MALAYSIA
2009 Honda CIVIC 2.0 TYPE R (EURO SPEC) (M),CIVIC,2D HATCHBACK,2009,100k - 109k,Manual,Johor,2,TYPE R (EURO SPEC),106000,JAPAN
2014 Honda CITY 1.5 V (A) GM6 FULL LOAN 0 DEPOSIT!,CITY,4D SEDAN,2014,80k - 84k,Auto,Johor,1.5,V,35588,MALAYSIA
2015 Honda HR-V 1.8 V (A) Full Spec/ Free Warranty,HR-V,4D WAGON,2015,90k - 94k,Auto,Selangor,1.8,V,46800,MALAYSIA
2018 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2018,110k - 119k,Auto,Selangor,1.5,TC-P 2WD,95000,MALAYSIA
2017 Honda CITY 1.5 (A) S HIGH LOAN MUKA 300,CITY,4D SEDAN,2017,100k - 109k,Auto,Selangor,1.5,S,40800,MALAYSIA
Honda CR-V 1.5 TC-P- PWR BOOT/ ORI PAINT/BODYKIT,CR-V,4D SUV,2019,70k - 74k,Auto,Kuala Lumpur,1.5,TC-P 2WD,119800,MALAYSIA
2020 Honda JAZZ 1.5 S (A) PUSH START MUGEN,JAZZ,4D HATCHBACK,2020,55k - 59k,Auto,Selangor,1.5,S,58800,MALAYSIA
ALL-IN-PRICE 2018 Honda CITY 1.5 V FACELIFT (A),CITY,4D SEDAN,2018,90k - 94k,Auto,Selangor,1.5,V,59800,MALAYSIA
2010 Honda ACCORD 2.4 VTi-L (A) Tiptop condition,ACCORD,4D SEDAN,2010,150k - 159k,Auto,Kuala Lumpur,2.4,VTi-L,24800,MALAYSIA
Honda CIVIC 1.5 TC-PREMIUM (A) FullBodykit/Waranty,CIVIC,4D SEDAN,2016,75k - 79k,Auto,Selangor,1.5,TC-PREMIUM,74999,MALAYSIA
2018 Honda JAZZ 1.5 V RS BODYKIT (A) LOAN 9 TAHUN,JAZZ,4D HATCHBACK,2018,60k - 64k,Auto,Johor,1.5,S,55800,MALAYSIA
Honda CIVIC FD 2.0 2008 (A) CONVERT RR PROMOTION,CIVIC,4D SEDAN,2008,120k - 129k,Auto,Selangor,2,i-VTEC,33500,MALAYSIA
2021 Honda CIVIC 1.5 TC-P Mil52948KM Honda Service,CIVIC,4D SEDAN,2021,50k - 54k,Auto,Kuala Lumpur,1.5,TC-P,103800,MALAYSIA
ORI2019 Honda CITY 1.5 V LEATHERSEAT WARRANTY,CITY,4D SEDAN,2019,75k - 79k,Auto,Selangor,1.5,V,61888,MALAYSIA
2014 Honda CIVIC 1.8 S ORI CONDITION - 2Y WARRANTY,CIVIC,4D SEDAN,2014,85k - 89k,Auto,Kuala Lumpur,1.8,S,29888,MALAYSIA
2013 Honda CITY 1.5 E/S/V (A)BLH LOAN CREDIT/KEDAI,CITY,4D SEDAN,2013,100k - 109k,Auto,Selangor,1.5,E MODULO,27990,MALAYSIA
2017 Honda CIVIC 1.8 S i-VTEC (A) 1 YEAR WARRANTY,CIVIC,4D SEDAN,2017,60k - 64k,Auto,Penang,1.8,S i-VTEC,71800,MALAYSIA
Honda CIVIC FB 1.5 HYBRID AKPK BOLEH LOAN 0 DP,CIVIC,4D SEDAN,2014,100k - 109k,Auto,Selangor,1.5,(HYBRID),32800,JAPAN
Honda CIVIC 1.5 V VTEC TURBO FE UNDER WARRANTY,CIVIC,4D SEDAN,2024,5k - 9k,Auto,Kuala Lumpur,1.5,V,118800,MALAYSIA
2018 Honda BR-V 1.5 V (A) / FREE WARRANTY,BR-V,4D WAGON,2018,70k - 74k,Auto,Selangor,1.5,V,45770,MALAYSIA
2018 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2018,110k - 119k,Auto,Selangor,1.5,TC-P 2WD,95000,MALAYSIA
2023 Honda CITY 1.5 V MY20 GN (A),CITY,4D SEDAN,2023,15k - 19k,Auto,Negeri Sembilan,1.5,V,74900,MALAYSIA
Honda HR-V 1.8 E HRV V F/SERVICE 1 OWNER TIPTOP,HR-V,4D WAGON,2019,90k - 94k,Auto,Kuala Lumpur,1.8,E,65800,MALAYSIA
2016 Honda HR-V 1.8 V ENHANCED (A) HRV SUV/R.CAM,HR-V,4D WAGON,2016,110k - 119k,Auto,Kuala Lumpur,1.8,V,51800,MALAYSIA
2013 Honda CITY 1.5 E FACELIFT (A) 2 YEAR WARRANTY,CITY,4D SEDAN,2013,90k - 94k,Auto,Selangor,1.5,E,24888,MALAYSIA
2013 Honda ACCORD 2.0 VTi-L (A) 2YR WARANTY F/LIFT,ACCORD,4D SEDAN,2013,110k - 119k,Auto,Selangor,2,VTi-L,39788,MALAYSIA
2004 Honda CITY 1.5 i-DSI ONE CAREFUL OWNER L/NEW,CITY,4D SEDAN,2004,130k - 139k,Auto,Kuala Lumpur,1.5,i-DSI,11800,MALAYSIA
2019 Honda CITY 1.5 V E S 2Y-WARRANTY LED HEADLAMP,CITY,4D SEDAN,2019,45k - 49k,Auto,Selangor,1.5,V,53888,MALAYSIA
2015 Honda CR-V 2.0A i-VTEC,CR-V,4D SUV,2015,80k - 84k,Auto,Kedah,2,i-VTEC,56800,MALAYSIA
Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2019,70k - 74k,Auto,Selangor,2,2WD,84868,MALAYSIA
-2009-Honda STREAM 1.8 i-VTEC RN6 (A)Kedai/Cash,STREAM,4D WAGON,2009,120k - 129k,Auto,Selangor,1.8,i-VTEC,27990,JAPAN
2018 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2018,75k - 79k,Auto,Johor,1.5,TC-P 2WD,98800,MALAYSIA
2024 Honda CITY 1.5 E HIGH REBATE YearEnd Sales,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,E,75359,MALAYSIA
2018 Honda CR-V 1.5 TC-P OTR!! No processing Fee,CR-V,4D SUV,2018,85k - 89k,Auto,Pahang,1.5,TC-P 2WD,106800,MALAYSIA
ORI 2011 Honda INSIGHT 1.3 (A) HYBRID BEST BUY,INSIGHT,4D HATCHBACK,2011,110k - 119k,Auto,Kuala Lumpur,1.3,(HYBRID),17999,JAPAN
2018 Honda CR-V 1.5 TC-P OTR!! No processing fee,CR-V,4D SUV,2018,85k - 89k,Auto,Terengganu,1.5,TC-P 2WD,106800,MALAYSIA
2017 Honda CITY 1.5 E FACELIFT(A)HONDA SERVIEC REC,CITY,4D SEDAN,2017,120k - 129k,Auto,Penang,1.5,E,49800,MALAYSIA
2017 Honda JAZZ 1.5 S (A) S WARRANTY LW,JAZZ,4D HATCHBACK,2015,50k - 54k,Auto,Kuala Lumpur,1.5,S,39999,MALAYSIA
2014-Honda CITY 1.5 FACELIFT (A) Kedai/Bank/Cash,CITY,4D SEDAN,2014,100k - 109k,Auto,Selangor,1.5,E,25990,MALAYSIA
2016 Honda CIVIC 1.5 TC-P (A) F*LOAN / 1 YR WARNTY,CIVIC,4D SEDAN,2016,80k - 84k,Auto,Selangor,1.5,TC-PREMIUM,83800,MALAYSIA
2018 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2018,95k - 99k,Auto,Johor,2,2WD,78000,MALAYSIA
1996 Honda CIVIC 1.6 EXi (A),CIVIC,4D SEDAN,1996,110k - 119k,Auto,Johor,1.6,EXi,7200,MALAYSIA
2015 Honda HR-V 1.8 ANDROID PLAYER 3 YEAR WARRANTY,HR-V,4D WAGON,2015,85k - 89k,Auto,Selangor,1.8,S,41800,MALAYSIA
2018 Honda CITY 1.5 (A) Monthly enam lbh,CITY,4D SEDAN,2018,85k - 89k,Auto,Johor,1.5,S,51779,MALAYSIA
2006 Honda ACCORD 2.4 i-VTEC (A),ACCORD,4D SEDAN,2006,200k - 249k,Auto,Kedah,2.4,i-VTEC,37000,JAPAN
2020 Honda HR-V 1.8 E ENHANCED 75KM Warnty 3 Years,HR-V,4D WAGON,2019,70k - 74k,Auto,Kuala Lumpur,1.8,E,68800,MALAYSIA
2018 Honda CR-V 2.0 2WD (A),CR-V,4D SUV,2018,65k - 69k,Auto,Penang,2,2WD,86800,MALAYSIA
2015 Honda ACCORD 2.4 VTi-L (A) FULL LOAN!!,ACCORD,4D SEDAN,2015,100k - 109k,Auto,Selangor,2.4,VTi-L,49944,MALAYSIA
HONDA HR-V 1.8 E (a) PUSHSTART / 2015,HR-V,4D WAGON,2015,100k - 109k,Auto,Selangor,1.8,E,43700,MALAYSIA
2018 Honda CITY 1.5 (A) E HIGH LOAN DEPOSIT 300,CITY,4D SEDAN,2018,80k - 84k,Auto,Selangor,1.5,E,46800,MALAYSIA
2022 Honda CITY 1.5 V HATCHBACK (A) 16K KM WRTY,CITY,4D HATCHBACK,2022,15k - 19k,Auto,Selangor,1.5,HATCHBACK V,72770,MALAYSIA
2012 Honda JAZZ 1.4 Hybrid (A) Modulo,JAZZ,4D HATCHBACK,2012,170k - 179k,Auto,Penang,1.3,(HYBRID),26800,MALAYSIA
Honda CIVIC TYPE R 2.0 (M) FL5 GRADE 6A LIKE NEW,CIVIC,4D HATCHBACK,2022,<4k,Auto,Selangor,2,TYPE R,298000,JAPAN
2019 Honda HR-V 1.8 RS ENHANCED (A),HR-V,4D WAGON,2019,100k - 109k,Auto,Perak,1.8,RS,82800,MALAYSIA
2016 Honda ACCORD 2.0 VTi-L FACELIFT (A) FULL SPEC,ACCORD,4D SEDAN,2016,90k - 94k,Auto,Selangor,2,VTi-L,49800,MALAYSIA
Honda Civic FD i-Vtec 2.0 (A) Buy1Free1 Kedai Loan,CIVIC,4D SEDAN,2009,110k - 119k,Auto,Negeri Sembilan,2,S i-VTEC,29800,MALAYSIA
2014 Honda CIVIC 1.8 S FACELIFT (A),CIVIC,4D SEDAN,2014,95k - 99k,Auto,Kuala Lumpur,1.8,S,32800,MALAYSIA
2022 Honda BR-V V 1.5L (A) Super Low Mileage 68k,BR-V,4D WAGON,2022,65k - 69k,Auto,Johor,1.5,V,59800,MALAYSIA
2018 Honda JAZZ 1.5 E (A),JAZZ,4D HATCHBACK,2018,85k - 89k,Auto,Selangor,1.5,E,53800,MALAYSIA
2016-Honda CITY 1.5 V P/Start (A)Kedai/Bank/Cash,CITY,4D SEDAN,2016,100k - 109k,Auto,Selangor,1.5,V,37990,MALAYSIA
Honda ACCORD 2.4 VTi-L K24A LANDWATCH LEATHER SEAT,ACCORD,4D SEDAN,2016,80k - 84k,Auto,Kuala Lumpur,2.4,VTi-L,51800,MALAYSIA
2022 Honda HR-V RS 1.8L (A) FULL SERVICE HONDA OTR,HR-V,4D WAGON,2022,55k - 59k,Auto,Selangor,1.8,RS,86888,MALAYSIA
2018 Honda JAZZ 1.5 E (A),JAZZ,4D HATCHBACK,2018,90k - 94k,Auto,Selangor,1.5,E,54000,MALAYSIA
2020 Honda Civic FK8 2.0 Type R PRL Intake Exhaust,CIVIC,4D HATCHBACK,2020,35k - 39k,Manual,Selangor,2,TYPE R,237800,UNITED KINGDOM
2017 Honda HR-V 1.8 S ENHANCED (A)FULL SERVICE,HR-V,4D WAGON,2017,120k - 129k,Auto,Kuala Lumpur,1.8,S,45800,MALAYSIA
2018 Honda JAZZ 1.5 S (A) FULL BODYKIT,JAZZ,4D HATCHBACK,2018,20k - 24k,Auto,Kuala Lumpur,1.5,S,47800,MALAYSIA
【BLAKC EDITION ❗】🔵Honda STEPWAGON COOL SPIRIT,STEPWAGON,4D WAGON,2019,35k - 39k,Auto,Kuala Lumpur,1.5,SPADA (7 SEATER),155000,JAPAN
2023 Honda CIVIC 2.0 TYPE R (FL5) (A) 326HP 5AA,CIVIC,4D HATCHBACK,2023,<4k,Auto,Selangor,2,TYPE R,288000,JAPAN
2018 Honda JAZZ 1.5 S (A) FULL BODYKIT,JAZZ,4D HATCHBACK,2018,70k - 74k,Auto,Kuala Lumpur,1.5,S,47800,MALAYSIA
2019 FULL LOAN Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,80k - 84k,Auto,Johor,1.5,V,55999,MALAYSIA
2020 Honda JAZZ E 1.5L (A) FULL SERVICE IN HONDA,JAZZ,4D HATCHBACK,2020,55k - 59k,Auto,Selangor,1.5,E,62800,MALAYSIA
Honda CIVIC 1.5 TC-P (A) Fulloan Lady Low Mileage,CIVIC,4D SEDAN,2019,55k - 59k,Auto,Selangor,1.5,TC-PREMIUM,95000,MALAYSIA
2015 Honda CITY 1.5 E (A) TIPTOP CONDITION!!!,CITY,4D SEDAN,2015,90k - 94k,Auto,Kuala Lumpur,1.5,E,36800,MALAYSIA
2020 Honda JAZZ E 1.5 41K KM FS/RECORD U/WARRANTY,JAZZ,4D HATCHBACK,2020,40k - 44k,Auto,Selangor,1.5,E,63999,MALAYSIA
2022 Honda CITY 1.5 e-HEV RS HATCHBACK (A),CITY,4D HATCHBACK,2022,30k - 34k,Auto,Kuala Lumpur,1.5,HATCHBACK e-HEV RS,82000,MALAYSIA
2022 Honda HR-V 1.5 TURBO V Low mileage (A),HR-V,4D SUV,2022,10k - 14k,Auto,Johor,1.5,TURBO V,109999,MALAYSIA
Honda CIVIC TYPE R 2.0 (M) Promo OFFER 2019,CIVIC,4D HATCHBACK,2019,40k - 44k,Manual,Selangor,2,TYPE R,228000,UNITED KINGDOM
2022 Honda CIVIC 1.5 RS (A) - FULL SVC / WARRANTY,CIVIC,4D SEDAN,2022,45k - 49k,Auto,Selangor,1.5,RS,119800,MALAYSIA
2019 FULL LOAN Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,85k - 89k,Auto,Johor,1.5,V,55999,MALAYSIA
2022 Honda CIVIC 1.5 (A),CIVIC,4D HATCHBACK,2022,20k - 24k,Auto,Johor,1.5,EX,181000,JAPAN
Honda CRV 1.5 Turbo S&E WHITE READY STOCK!!!!!,CR-V,4D SUV,2024,<4k,Auto,Kuala Lumpur,1.5,E,150000,MALAYSIA
2018 Honda Civic 1.5 TC-PREMIUM Tip Top Condition,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Johor,1.5,TC-PREMIUM,95800,MALAYSIA
2021 Honda ACCORD TC-P 1.5L (A) UNDER WARRANTY,ACCORD,4D SEDAN,2021,45k - 49k,Auto,Selangor,1.5,TC-P,126888,MALAYSIA
2016 Honda JAZZ 1.5 V (A) Full Service Record,JAZZ,4D HATCHBACK,2016,50k - 54k,Auto,Selangor,1.5,V,51800,MALAYSIA
OTR 2022 Honda CITY 1.5 V (A),CITY,4D SEDAN,2022,35k - 39k,Auto,Selangor,1.5,V,79800,MALAYSIA
FULLOAN2019 Honda CR-V 2.0 2WD MILE 35K (WARRANTY),CR-V,4D SUV,2019,30k - 34k,Auto,Selangor,2,2WD,88808,MALAYSIA
2019 Honda JAZZ 1.5 E FACELIFT (A) MUGEN BODYKIT,JAZZ,4D HATCHBACK,2019,65k - 69k,Auto,Kuala Lumpur,1.5,E,61800,MALAYSIA
2019 Honda BR-V 1.5 V (A) FULL WARRANTY 3Y H/LOAN,BR-V,4D WAGON,2019,65k - 69k,Auto,Johor,1.5,V,43999,MALAYSIA
2015 Honda CITY 1.5 S+ (A) xdoc can loan free warr,CITY,4D SEDAN,2015,85k - 89k,Auto,Kuala Lumpur,1.5,S+,31300,MALAYSIA
2022 Honda CITY 1.5 V / FSR HONDA / UNDER WARRANTY,CITY,4D SEDAN,2022,45k - 49k,Auto,Selangor,1.5,V,68770,MALAYSIA
2018 Honda CITY 1.5 S (A)full Service Honda,CITY,4D SEDAN,2018,60k - 64k,Auto,Selangor,1.5,S,44800,MALAYSIA
2014 Honda ACCORD 2.4 VTi-L (A) warranty,ACCORD,4D SEDAN,2014,95k - 99k,Auto,Kuala Lumpur,2.4,VTi-L,37800,MALAYSIA
2019 Honda CITY 1.5 V (A) CAR KING,CITY,4D SEDAN,2019,45k - 49k,Auto,Kuala Lumpur,1.5,V,63800,MALAYSIA
2011 Honda CIVIC 1.8 i-VTEC (A) No Processing Fee,CIVIC,4D SEDAN,2011,120k - 129k,Auto,Kuala Lumpur,1.8,i-VTEC,29800,MALAYSIA
2015 Honda CIVIC 1.8 S FACELIFT (A),CIVIC,4D SEDAN,2015,90k - 94k,Auto,Penang,1.8,S,39900,MALAYSIA
"2015 Honda CR-V 2.0 4WD FACELIFT (A)KEYLESS,P/SEAT",CR-V,4D SUV,2015,95k - 99k,Auto,Selangor,2,4WD,55800,MALAYSIA
2020 Honda CITY 1.5 V Facelift Full Spec,CITY,4D SEDAN,2020,80k - 84k,Auto,Penang,1.5,V,67800,MALAYSIA
2019 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,60k - 64k,Auto,Selangor,1.5,V,55888,MALAYSIA
2019 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,60k - 64k,Auto,Selangor,1.5,V,53888,MALAYSIA
*2021 Honda CIVIC FL1 LX 1.5 TURBO BSM GRA 4.5A,CIVIC,4D HATCHBACK,2021,35k - 39k,Auto,Selangor,1.5,EX,157700,JAPAN
2015 Honda ACCORD 2.0 VTi-L (A) ZER0 DEP0ZIT UNIT,ACCORD,4D SEDAN,2015,85k - 89k,Auto,Johor,2,VTi-L,45999,MALAYSIA
2012 Honda CITY 1.5 E (A) L0an kedai 4k muka,CITY,4D SEDAN,2012,100k - 109k,Auto,Johor,1.5,E,28800,MALAYSIA
2019 Honda STEPWAGON 1.5 BLACK STYLE 6 Y WARRANTY,STEPWAGON,4D WAGON,2019,20k - 24k,Auto,Selangor,1.5,SPADA (7 SEATER),153800,JAPAN
WARRANTY PROVIDED 2018 Honda CIVIC FC 1.5 TC (A),CIVIC,4D SEDAN,2018,80k - 84k,Auto,Selangor,1.5,TC,82999,MALAYSIA
2014 Honda CITY 1.5 (AUTO) -RENDAH MUKA,CITY,4D SEDAN,2014,120k - 129k,Auto,Melaka,1.5,E,27888,MALAYSIA
2019 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,55k - 59k,Auto,Kedah,1.5,V,59800,MALAYSIA
2019 Honda BR-V 1.5 V (A),BR-V,4D WAGON,2019,100k - 109k,Auto,Perak,1.5,V,56800,MALAYSIA
2018 Honda JAZZ 1.5 V (A) FULL SPEC WELL MAINTAIN,JAZZ,4D HATCHBACK,2018,65k - 69k,Auto,Selangor,1.5,V,58800,MALAYSIA
2019 Honda STEPWAGON 1.5 SPADA (8 SEATER) (A),STEPWAGON,4D WAGON,2019,75k - 79k,Auto,Johor,1.5,SPADA (8 SEATER),142700,JAPAN
Honda CIVIC 2.0 NAVI FACELIFT (A) FULL SERVICE REC,CIVIC,4D SEDAN,2014,100k - 109k,Auto,Kuala Lumpur,2,NAVI,33800,MALAYSIA
2019 Honda CITY 1.5 E (A),CITY,4D SEDAN,2019,90k - 94k,Auto,Johor,1.5,E,59800,MALAYSIA
2019 Honda CITY 1.5 E (A),CITY,4D SEDAN,2019,45k - 49k,Auto,Johor,1.5,E,53500,MALAYSIA
Honda CR-V 2.0 i-VTEC FACELIFT (A) ORI PAINT,CR-V,4D SUV,2011,110k - 119k,Auto,Kuala Lumpur,2,i-VTEC,26800,MALAYSIA
2014 Honda JAZZ 1.5 E V MUGEN KIT PUSH START GK5,JAZZ,4D HATCHBACK,2014,100k - 109k,Auto,Selangor,1.5,E,45888,MALAYSIA
2014 Honda JAZZ 1.5 FACELIFT (A) F*LOAN,JAZZ,4D HATCHBACK,2014,100k - 109k,Auto,Selangor,1.5,S,45800,THAILAND
2021 Honda CR-V I-VTEC 2WD 2.0 (A),CR-V,4D SUV,2021,70k - 74k,Auto,Selangor,2,2WD,108800,MALAYSIA
2018 Honda CITY 1.5 V (A) FACELIFT FULL SERVICE,CITY,4D SEDAN,2018,85k - 89k,Auto,Melaka,1.5,V,56800,MALAYSIA
2019 Honda CITY 1.5 E (A),CITY,4D SEDAN,2019,110k - 119k,Auto,Kuala Lumpur,1.5,E,48800,MALAYSIA
2019 Honda CITY 1.5 S (A),CITY,4D SEDAN,2019,65k - 69k,Auto,Selangor,1.5,S,49800,MALAYSIA
2019 Honda CITY 1.5 S (A),CITY,4D SEDAN,2019,20k - 24k,Auto,Johor,1.5,S,57000,MALAYSIA
2019 Honda CITY 1.5 S (A),CITY,4D SEDAN,2019,60k - 64k,Auto,Selangor,1.5,S,54800,MALAYSIA
Honda Odyssey 2.4 MugenBodykit AndroidPly R/Camera,ODYSSEY,4D WAGON,2013,100k - 109k,Auto,Kuala Lumpur,2.4,EX,60888,JAPAN
2019 Honda CITY 1.5 V (A),CITY,4D SEDAN,2019,75k - 79k,Auto,Selangor,1.5,V,59800,MALAYSIA
2021 Honda BR-V V 1.5L (A),BR-V,4D WAGON,2021,80k - 84k,Auto,Melaka,1.5,V,65800,MALAYSIA
